data	nr_rejestracyjny	id_uslugi
2024-11-28	SL 8130	51
2024-11-28	SRC 2272	36
2024-11-28	SD 3721	15
2024-11-28	SO 2989	3
2024-11-28	SBI 3127	5
2024-11-28	STY 2058	11
2024-11-28	SD 4179	46
2024-11-28	SK 6190	64
2024-11-28	SH 9907	58
2024-11-28	SL 2481	54
2024-11-28	SG 7939	4
2024-11-28	SI 8095	10
2024-11-28	SGL 6657	21
2024-11-28	SD 2125	52
2024-11-28	SI 1724	12
2024-11-28	SO 5847	49
2024-11-29	LZA 2731	65
2024-11-29	LZA 2731	80
2024-11-29	SG 5847	58
2024-11-29	SG 5847	65
2024-11-29	SY 1607	98
2024-11-29	SG 9031	41
2024-11-29	SG 9031	24
2024-11-29	SRC 4781	18
2024-11-29	KSU 5314	86
2024-11-29	PCT 8057	31
2024-11-29	SGL 1322	80
2024-11-29	SZA 2429	19
2024-11-29	SJZ 2829	12
2024-11-29	SBE 6814	24
2024-11-29	SK 5997	11
2024-11-29	SW 2245	22
2024-11-29	CTR 2160	51
2024-11-29	FZG 1007	101
2024-11-29	SH 2658	104
2024-11-29	SI 8773	56
2024-11-29	SJ 7317	101
2024-11-29	WWH 1007	40
2024-11-29	ST 6946	96
2024-11-29	ZCH 9874	31
2024-11-29	SJZ 6608	26
2024-11-29	ST 9029	5
2024-11-29	SJ 4063	94
2024-11-29	SK 9175	51
2024-11-29	LBI 2362	97
2024-11-29	SZA 9407	5
2024-11-29	SY 8015	107
2024-11-29	SI 2678	1
2024-11-29	SGL 1095	12
2024-11-29	SGL 1047	62
2024-11-29	SO 6360	78
2024-11-29	SK 6467	82
2024-11-29	SBE 7074	48
2024-11-29	SGL 9139	39
2024-11-29	SR 4570	14
2024-11-29	SG 4783	52
2024-11-29	SBE 2151	81
2024-11-29	SBL 6267	22
2024-11-29	SK 3286	57
2024-11-29	SD 7203	107
2024-11-29	SY 5553	10
2024-11-29	SRC 3990	62
2024-11-29	RBI 4526	50
2024-11-29	SZA 4139	23
2024-11-29	SY 4633	103
2024-11-29	GSZ 5735	37
2024-12-02	LC 1864	22
2024-12-02	SK 4778	102
2024-12-02	SGL 1692	90
2024-12-02	SZ 5983	100
2024-12-02	LCH 5794	3
2024-12-02	LCH 5794	5
2024-12-02	SH 7995	89
2024-12-02	SK 4501	4
2024-12-02	RBI 4754	66
2024-12-02	SGL 4521	60
2024-12-02	BS 1050	1
2024-12-02	SK 9051	42
2024-12-02	SH 9104	27
2024-12-02	SG 4143	103
2024-12-02	SH 2816	35
2024-12-02	SH 8899	102
2024-12-02	SI 7408	105
2024-12-02	BSU 2537	49
2024-12-02	SZ 9360	7
2024-12-02	RBR 1043	95
2024-12-02	KBC 4853	59
2024-12-02	SH 5170	74
2024-12-02	SBE 2443	24
2024-12-02	NBR 6939	5
2024-12-02	SBE 8570	43
2024-12-02	EBR 7357	67
2024-12-02	SB 1854	34
2024-12-02	SZ 3758	95
2024-12-02	SZ 7094	12
2024-12-02	SJZ 6852	51
2024-12-02	SK 1243	61
2024-12-02	SB 9722	101
2024-12-02	SL 3704	47
2024-12-02	SBI 5944	58
2024-12-02	SY 3964	80
2024-12-02	SB 8086	17
2024-12-02	PWL 5352	7
2024-12-02	SY 5034	38
2024-12-02	SZ 6852	78
2024-12-02	SL 7597	15
2024-12-02	SZA 7027	57
2024-12-02	SGL 1243	81
2024-12-02	SGL 2974	76
2024-12-02	SH 7337	59
2024-12-02	SR 7444	26
2024-12-02	SG 3958	29
2024-12-02	SZA 7418	23
2024-12-02	KTA 7430	48
2024-12-02	WWG 7444	55
2024-12-03	SG 4755	71
2024-12-03	SR 2389	78
2024-12-03	SY 9835	57
2024-12-03	SJ 8806	51
2024-12-03	SK 4231	6
2024-12-03	KBR 8282	37
2024-12-03	SY 6020	37
2024-12-03	SGL 1096	11
2024-12-03	SPI 3408	1
2024-12-03	SGL 1322	18
2024-12-03	SL 4381	107
2024-12-03	SGL 8659	48
2024-12-03	SG 9223	73
2024-12-03	SR 7255	62
2024-12-03	SG 8903	39
2024-12-03	SB 6464	65
2024-12-03	SBE 1127	19
2024-12-03	SH 2816	84
2024-12-03	SGL 1921	96
2024-12-03	WBR 1188	31
2024-12-03	SZA 9892	10
2024-12-03	SB 2135	104
2024-12-03	SY 8015	99
2024-12-03	SGL 5105	52
2024-12-03	SY 6516	51
2024-12-03	SD 6681	101
2024-12-03	SPI 7868	31
2024-12-03	SZA 9650	74
2024-12-03	SR 9363	14
2024-12-03	SG 8090	63
2024-12-03	SB 8489	16
2024-12-03	SH 1288	103
2024-12-03	SK 5917	37
2024-12-03	SB 2239	97
2024-12-03	SR 7019	101
2024-12-03	SD 8185	40
2024-12-03	SY 6414	30
2024-12-03	SGL 2974	22
2024-12-03	RBI 4526	41
2024-12-03	SY 7290	41
2024-12-03	SGL 9441	98
2024-12-03	PTU 2542	65
2024-12-03	SZA 5351	107
2024-12-03	SZA 2537	56
2024-12-03	SRC 7993	82
2024-12-04	SK 6651	94
2024-12-04	SH 2273	26
2024-12-04	SR 5364	58
2024-12-04	SY 5203	29
2024-12-04	SH 2924	81
2024-12-04	SK 6421	59
2024-12-04	SPI 9289	43
2024-12-04	SJ 7222	102
2024-12-04	SK 4501	90
2024-12-04	SG 1264	66
2024-12-04	SK 5223	17
2024-12-04	SGL 6690	76
2024-12-04	SI 6074	50
2024-12-04	SG 3088	78
2024-12-04	SY 5840	95
2024-12-04	SR 5073	49
2024-12-04	SB 9360	102
2024-12-04	SI 9043	74
2024-12-04	SBE 3233	57
2024-12-04	SZ 1484	42
2024-12-04	PWA 3395	15
2024-12-04	SJ 2128	105
2024-12-04	SK 3444	81
2024-12-04	SG 3943	89
2024-12-04	SK 9175	3
2024-12-04	SR 4564	48
2024-12-04	SO 6567	4
2024-12-04	SK 8198	37
2024-12-04	SR 8364	80
2024-12-04	SGL 1095	27
2024-12-04	SK 6190	59
2024-12-04	SJZ 8304	34
2024-12-04	SR 4570	14
2024-12-04	SZ 6852	103
2024-12-04	SY 1151	26
2024-12-04	LWL 9123	12
2024-12-04	WI 7067	62
2024-12-04	SJ 7783	7
2024-12-04	SI 6988	35
2024-12-04	WT 5916	51
2024-12-04	SZA 9374	60
2024-12-04	SBE 6564	38
2024-12-04	SZA 7418	5
2024-12-04	SGL 7288	67
2024-12-05	SR 5794	55
2024-12-05	SH 7868	3
2024-12-05	PSE 9732	89
2024-12-05	SY 8913	46
2024-12-05	SGL 6421	13
2024-12-05	SZA 4168	7
2024-12-05	SI 6048	60
2024-12-05	SR 5937	72
2024-12-05	SZ 7153	81
2024-12-05	FSU 2511	104
2024-12-05	SO 1293	48
2024-12-05	SL 2194	101
2024-12-05	SR 2675	80
2024-12-05	SZ 2039	51
2024-12-05	SZA 3862	23
2024-12-05	SZ 8239	95
2024-12-05	SBE 3278	38
2024-12-05	SI 9519	105
2024-12-05	ZSD 6700	17
2024-12-05	SB 7020	24
2024-12-05	SY 9490	61
2024-12-05	SY 9282	55
2024-12-05	SB 2799	42
2024-12-05	SZA 8815	97
2024-12-05	SRC 2272	66
2024-12-05	GCZ 8489	59
2024-12-05	SY 3964	90
2024-12-05	TLW 5916	49
2024-12-05	SZA 4095	15
2024-12-05	SR 6467	60
2024-12-05	SG 4783	42
2024-12-05	SRC 8931	41
2024-12-05	EBR 1304	47
2024-12-05	SBE 9738	43
2024-12-05	SRC 3990	74
2024-12-05	SGL 6657	7
2024-12-05	SPI 7267	45
2024-12-05	SPI 5137	1
2024-12-05	SZA 4139	37
2024-12-05	SY 5973	20
2024-12-05	SZA 7822	62
2024-12-05	SZA 3256	100
2024-12-05	SY 5174	26
2024-12-06	SK 4778	102
2024-12-06	SR 3723	77
2024-12-06	SH 7635	29
2024-12-06	SI 3586	9
2024-12-06	RT 3701	12
2024-12-06	SZA 2926	57
2024-12-06	SY 9606	37
2024-12-06	SO 5255	29
2024-12-06	SG 7907	97
2024-12-06	PWR 8358	56
2024-12-06	SD 5327	18
2024-12-06	SZA 6267	12
2024-12-06	SI 8560	26
2024-12-06	SI 2594	78
2024-12-06	SZA 8281	78
2024-12-06	EWE 6795	4
2024-12-06	WU 9626	95
2024-12-06	SBE 7074	67
2024-12-06	SO 6347	4
2024-12-06	SY 8138	59
2024-12-06	SI 5440	51
2024-12-06	SBE 2151	80
2024-12-06	SZA 7060	22
2024-12-06	SK 8780	102
2024-12-06	CBY 6464	103
2024-12-06	SBE 7467	76
2024-12-06	SPI 7260	35
2024-12-06	SGL 1977	65
2024-12-06	SBE 1838	54
2024-12-06	SG 7674	89
2024-12-06	SI 9722	6
2024-12-06	GWE 7152	1
2024-12-09	SPI 4066	78
2024-12-09	SH 9466	15
2024-12-09	SH 1641	15
2024-12-09	BWM 1074	32
2024-12-09	SD 1648	82
2024-12-09	SO 9368	51
2024-12-09	WX 7564	72
2024-12-09	SL 7426	5
2024-12-09	ST 5714	5
2024-12-09	SK 8044	8
2024-12-09	SBE 5811	77
2024-12-09	SG 9129	48
2024-12-09	SH 6852	18
2024-12-09	SR 7869	4
2024-12-09	SY 2803	57
2024-12-09	SL 7426	102
2024-12-09	SI 7206	56
2024-12-09	SBI 9222	65
2024-12-09	SG 9833	29
2024-12-09	SR 1648	6
2024-12-09	SG 1733	18
2024-12-09	LBL 5625	25
2024-12-09	SZA 9407	12
2024-12-09	GSL 9861	64
2024-12-09	SK 2542	45
2024-12-09	SI 5314	35
2024-12-09	SZA 4082	79
2024-12-09	DW 7134	74
2024-12-09	SBE 6689	84
2024-12-09	SBE 5640	103
2024-12-09	SZ 8515	50
2024-12-09	SY 5870	5
2024-12-09	SK 3286	1
2024-12-09	SBE 9531	54
2024-12-09	SY 5553	76
2024-12-09	SY 9452	76
2024-12-09	SGL 1243	66
2024-12-09	SD 2820	37
2024-12-09	SGL 8223	9
2024-12-09	SGL 4933	25
2024-12-09	SY 6584	89
2024-12-09	SGL 4582	62
2024-12-09	SI 2866	97
2024-12-09	RBR 1050	58
2024-12-09	SH 6536	65
2024-12-09	SD 4368	22
2024-12-10	KBC 9681	75
2024-12-10	SB 6424	107
2024-12-10	FSU 5170	69
2024-12-10	SGL 3371	41
2024-12-10	SG 3913	92
2024-12-10	SG 3913	2
2024-12-10	SB 5994	67
2024-12-10	CWA 9058	51
2024-12-10	SBE 8633	103
2024-12-10	SK 6972	2
2024-12-10	WH 2617	69
2024-12-10	SGL 1983	10
2024-12-10	SL 3201	34
2024-12-10	SB 8781	106
2024-12-10	SCI 8875	36
2024-12-10	SI 2196	97
2024-12-10	SK 4388	103
2024-12-10	GSP 7426	23
2024-12-10	ST 6596	61
2024-12-10	SR 1930	76
2024-12-10	SZA 3595	25
2024-12-10	ST 6900	104
2024-12-10	SK 4814	47
2024-12-10	LB 5352	29
2024-12-10	SR 1930	28
2024-12-10	SH 8899	80
2024-12-10	SY 9659	36
2024-12-10	OB 1119	21
2024-12-10	SK 6810	98
2024-12-10	SBL 4023	6
2024-12-10	SGL 2617	47
2024-12-10	SRC 8261	19
2024-12-10	ETM 8810	28
2024-12-10	SRC 2678	79
2024-12-10	SBI 3059	62
2024-12-10	SH 7579	54
2024-12-10	SR 7642	37
2024-12-10	SY 4026	81
2024-12-10	SD 3994	23
2024-12-10	NBR 8347	20
2024-12-10	SL 3649	63
2024-12-10	SZA 8077	19
2024-12-10	WWG 7444	16
2024-12-10	SR 7639	39
2024-12-10	SO 5847	83
2024-12-10	RST 9267	64
2024-12-10	ST 7928	95
2024-12-10	BIA 6020	106
2024-12-10	SGL 1409	65
2024-12-11	SW 9083	106
2024-12-11	SY 1991	20
2024-12-11	SGL 3832	41
2024-12-11	ST 2902	48
2024-12-11	PSE 8118	98
2024-12-11	SY 6020	39
2024-12-11	SBE 1032	62
2024-12-11	DBA 3036	56
2024-12-11	SG 7608	65
2024-12-11	ZSW 4717	29
2024-12-11	WF 5020	5
2024-12-11	SPI 2235	15
2024-12-11	WK 7460	103
2024-12-11	LTM 1125	5
2024-12-11	SB 1854	64
2024-12-11	SH 3422	28
2024-12-11	DBL 5073	80
2024-12-11	SZ 8232	78
2024-12-11	SRC 5053	24
2024-12-11	SJ 4733	77
2024-12-11	SR 3435	58
2024-12-11	SY 1647	35
2024-12-11	SY 3467	12
2024-12-11	SL 9041	61
2024-12-11	SJ 4733	81
2024-12-11	LSW 7545	63
2024-12-11	SJ 4733	9
2024-12-11	SK 3709	19
2024-12-11	SJ 2837	23
2024-12-11	SK 9207	84
2024-12-11	WSZ 8980	107
2024-12-11	SG 3794	65
2024-12-11	ST 5532	4
2024-12-11	SZA 7027	2
2024-12-11	SRC 6522	75
2024-12-11	SI 8095	97
2024-12-11	SR 3677	79
2024-12-11	SG 8918	69
2024-12-11	KTA 7430	47
2024-12-11	SPI 4975	16
2024-12-11	SRC 6481	18
2024-12-11	SC 5443	18
2024-12-11	SG 2676	36
2024-12-11	FWS 3994	25
2024-12-12	SGL 3395	98
2024-12-12	SY 1607	25
2024-12-12	SBE 7448	1
2024-12-12	SG 8347	76
2024-12-12	SGL 6201	76
2024-12-12	SH 7583	73
2024-12-12	CCH 9803	95
2024-12-12	SY 8275	18
2024-12-12	SBE 6312	83
2024-12-12	SI 3953	61
2024-12-12	SGL 9859	97
2024-12-12	SW 9597	105
2024-12-12	SB 6170	25
2024-12-12	SPI 3549	57
2024-12-12	RBI 4754	60
2024-12-12	SBE 3329	81
2024-12-12	SRC 3523	65
2024-12-12	SK 8344	13
2024-12-12	SD 8009	5
2024-12-12	SH 9294	77
2024-12-12	SK 4149	79
2024-12-12	SRC 6297	61
2024-12-12	SI 4452	97
2024-12-12	SH 9058	35
2024-12-12	SK 2179	47
2024-12-12	SY 2747	103
2024-12-12	SJZ 9174	36
2024-12-12	SBE 5037	26
2024-12-12	SBE 1722	104
2024-12-12	SB 2511	24
2024-12-12	SO 2989	23
2024-12-12	SGL 3308	47
2024-12-12	SO 6360	62
2024-12-12	SD 5802	82
2024-12-12	SZA 3056	43
2024-12-12	SR 6646	104
2024-12-12	SR 3285	45
2024-12-12	SB 3799	14
2024-12-12	SH 9907	101
2024-12-12	SO 2323	22
2024-12-12	SGL 3308	68
2024-12-12	SH 9398	69
2024-12-12	BSU 2531	23
2024-12-12	BS 9311	27
2024-12-12	SK 8515	6
2024-12-12	KCH 2298	12
2024-12-13	SD 2256	40
2024-12-13	SY 7946	4
2024-12-13	LC 1864	105
2024-12-13	SGL 1692	71
2024-12-13	SO 8868	19
2024-12-13	SW 1000	61
2024-12-13	SG 6416	8
2024-12-13	OST 4033	104
2024-12-13	CB 7097	99
2024-12-13	SD 2974	17
2024-12-13	SI 3912	39
2024-12-13	SRC 6251	44
2024-12-13	SD 8316	101
2024-12-13	SJZ 6380	5
2024-12-13	DSW 7917	76
2024-12-13	SR 9701	34
2024-12-13	WSK 8364	84
2024-12-13	SBE 8899	72
2024-12-13	SG 4143	99
2024-12-13	SZ 8794	37
2024-12-13	SI 2678	50
2024-12-13	ZSW 5117	70
2024-12-13	SBI 3127	1
2024-12-13	SB 2204	2
2024-12-13	SI 3449	64
2024-12-13	SBE 5356	9
2024-12-13	GST 9861	56
2024-12-13	SH 3701	83
2024-12-13	SBE 2785	47
2024-12-13	SY 5034	48
2024-12-13	SR 3709	22
2024-12-13	SO 6345	38
2024-12-13	SGL 7687	72
2024-12-13	SH 8105	30
2024-12-13	SZA 5420	54
2024-12-13	SO 7079	39
2024-12-13	SK 1745	31
2024-12-13	SY 4633	44
2024-12-13	KT 6026	77
2024-12-16	SBE 2680	45
2024-12-16	SZ 6472	37
2024-12-16	SH 7226	64
2024-12-16	DB 2531	10
2024-12-16	SR 8168	65
2024-12-16	TST 3045	7
2024-12-16	SD 7340	80
2024-12-16	SGL 1260	63
2024-12-16	SR 2636	11
2024-12-16	SR 6310	84
2024-12-16	SR 1590	63
2024-12-16	BBI 1930	10
2024-12-16	WWJ 9368	22
2024-12-16	SB 4242	103
2024-12-16	SK 6529	14
2024-12-16	LZ 3449	53
2024-12-16	SG 5637	101
2024-12-16	LBI 2362	59
2024-12-16	SB 9213	74
2024-12-16	SY 1229	31
2024-12-16	SGL 9092	41
2024-12-16	SRC 9921	30
2024-12-16	DWL 6786	73
2024-12-16	SRC 5022	56
2024-12-16	SGL 2507	51
2024-12-16	SY 5538	31
2024-12-16	SG 7939	50
2024-12-16	SK 6347	107
2024-12-16	SK 2126	65
2024-12-16	SH 7337	57
2024-12-16	SH 3800	41
2024-12-16	SI 1724	15
2024-12-16	SK 1394	78
2024-12-16	SR 1188	104
2024-12-16	SY 4445	98
2024-12-17	WB 4791	62
2024-12-17	SG 6609	26
2024-12-17	SBI 9048	18
2024-12-17	SG 7351	37
2024-12-17	SJZ 5260	101
2024-12-17	SB 3650	80
2024-12-17	SB 3650	5
2024-12-17	SL 7074	89
2024-12-17	SBI 9474	102
2024-12-17	WWY 9803	24
2024-12-17	WWU 9112	82
2024-12-17	SRC 5185	34
2024-12-17	SY 5020	86
2024-12-17	SY 2481	105
2024-12-17	SZA 1743	39
2024-12-17	SK 9051	17
2024-12-17	SH 9104	38
2024-12-17	ZSL 4564	42
2024-12-17	SG 4892	27
2024-12-17	SGL 7574	49
2024-12-17	SG 2963	43
2024-12-17	SD 3721	103
2024-12-17	STY 2058	94
2024-12-17	SRC 6464	59
2024-12-17	SG 8799	60
2024-12-17	SL 4415	66
2024-12-17	SZA 1363	107
2024-12-17	SG 2887	5
2024-12-17	SY 2869	81
2024-12-17	SR 6743	51
2024-12-17	SZ 1106	40
2024-12-17	SH 3523	96
2024-12-17	SD 7203	81
2024-12-17	SK 9966	90
2024-12-17	SK 5117	31
2024-12-17	SH 8057	7
2024-12-17	SPI 7596	15
2024-12-17	SGL 4754	48
2024-12-17	SH 6210	48
2024-12-17	SZA 5334	50
2024-12-18	SZA 7153	37
2024-12-18	SI 9439	22
2024-12-18	SY 6885	51
2024-12-18	SL 5507	7
2024-12-18	SZ 5983	101
2024-12-18	SH 6501	78
2024-12-18	SBE 5501	58
2024-12-18	PSR 1590	104
2024-12-18	SO 2799	102
2024-12-18	GS 2012	13
2024-12-18	SRC 1456	35
2024-12-18	DSR 7152	26
2024-12-18	CWL 4040	61
2024-12-18	NSZ 9123	42
2024-12-18	SBE 5576	49
2024-12-18	SD 3430	29
2024-12-18	WWL 8269	55
2024-12-18	BS 1050	12
2024-12-18	SD 2963	100
2024-12-18	SD 8903	23
2024-12-18	SJZ 8413	59
2024-12-18	SBE 6414	80
2024-12-18	ZSD 3058	4
2024-12-18	RSR 7226	72
2024-12-18	KWA 3912	47
2024-12-18	KTT 6795	76
2024-12-18	SL 7104	51
2024-12-18	SI 3243	60
2024-12-18	SGL 6700	62
2024-12-18	SY 8731	67
2024-12-18	ZS 3680	46
2024-12-18	SBE 5036	3
2024-12-18	WWS 3371	90
2024-12-18	SZA 2013	81
2024-12-18	SZA 8980	55
2024-12-18	SD 3221	97
2024-12-18	ST 7174	35
2024-12-18	SPI 1420	26
2024-12-18	SH 9868	105
2024-12-18	TSZ 7635	95
2024-12-18	SY 3123	20
2024-12-18	SK 3960	103
2024-12-18	SB 8982	45
2024-12-18	SO 8461	7
2024-12-19	DZA 5735	48
2024-12-19	SZA 1665	38
2024-12-19	SBE 6807	80
2024-12-19	SPI 7278	95
2024-12-19	SRC 4781	4
2024-12-19	SG 3276	67
2024-12-19	SL 2105	102
2024-12-19	SR 7255	59
2024-12-19	FSW 6067	76
2024-12-19	SR 4169	42
2024-12-19	SGL 4082	12
2024-12-19	SGL 7526	95
2024-12-19	ST 2253	81
2024-12-19	SK 9187	5
2024-12-19	SB 4531	89
2024-12-19	SH 4047	103
2024-12-19	ZWA 2492	3
2024-12-19	SGL 6009	66
2024-12-19	SB 8086	78
2024-12-19	SGL 1047	74
2024-12-19	SI 9094	60
2024-12-19	SD 4179	22
2024-12-19	WD 8358	58
2024-12-19	SO 4899	35
2024-12-19	SY 6754	24
2024-12-19	TST 4878	59
2024-12-19	SH 4996	43
2024-12-19	WA 9701	29
2024-12-19	SD 1336	15
2024-12-19	SG 3958	17
2024-12-20	BSK 5050	74
2024-12-20	SGL 8015	57
2024-12-20	SJ 6202	89
2024-12-20	SY 9131	56
2024-12-20	SD 7537	29
2024-12-20	SK 7885	82
2024-12-20	SJZ 8380	6
2024-12-20	SZ 3176	1
2024-12-20	SGL 4521	50
2024-12-20	PSZ 3036	48
2024-12-20	SZA 2429	4
2024-12-20	SI 5971	97
2024-12-20	SL 8130	102
2024-12-20	SBI 1141	79
2024-12-20	SK 1821	37
2024-12-20	SY 3680	54
2024-12-20	SBI 5944	12
2024-12-20	SH 3312	66
2024-12-20	SK 6467	72
2024-12-20	SY 8344	18
2024-12-20	SL 2492	5
2024-12-20	SGL 9139	65
2024-12-20	SL 2481	9
2024-12-20	SL 7597	64
2024-12-20	SH 3165	77
2024-12-20	SRC 5228	62
2024-12-20	SGL 3308	78
2024-12-20	ST 9136	15
2024-12-22	SO 8766	58
2024-12-23	SPI 7583	57
2024-12-23	SZA 2577	56
2024-12-23	PSZ 7564	77
2024-12-23	SK 5840	17
2024-12-23	SK 5840	35
2024-12-23	SL 2989	25
2024-12-23	SPI 4036	78
2024-12-23	ST 8603	1
2024-12-23	SI 4599	54
2024-12-23	SB 7357	37
2024-12-23	KSU 5314	5
2024-12-23	SH 7995	25
2024-12-23	SGL 1689	6
2024-12-23	PCT 8057	35
2024-12-23	SR 6700	39
2024-12-23	ZBI 3285	29
2024-12-23	SL 9574	103
2024-12-23	SY 4064	89
2024-12-23	SR 8198	61
2024-12-23	SZA 2450	97
2024-12-23	SZA 7200	20
2024-12-23	TBU 8874	63
2024-12-23	RST 4853	5
2024-12-23	SGL 9960	51
2024-12-23	DWR 6536	12
2024-12-23	SZA 7200	20
2024-12-23	SZA 7200	78
2024-12-23	SK 3263	32
2024-12-23	SRC 5851	58
2024-12-23	PWL 5352	76
2024-12-23	SK 3759	15
2024-12-23	SI 2977	22
2024-12-23	SBL 6267	45
2024-12-23	CBR 2803	106
2024-12-23	SBE 6324	62
2024-12-23	SGL 2842	9
2024-12-23	SY 7226	51
2024-12-23	SW 8489	48
2024-12-23	SY 3472	102
2024-12-23	SD 2125	65
2024-12-23	SG 1370	18
2024-12-23	GCH 3880	84
2024-12-23	PCH 9580	18
2024-12-23	GSZ 5735	4
